run_id,design_id,censor_model,architecture,seed,auac,t50,t50_observed,attempts,successes,mean_completion_ms,endpoint_burn_rate,path_failures,path_failures_fraction,endpoint_failures,endpoint_failures_fraction,platform_failures,platform_failures_fraction,network_failures,network_failures_fraction,auac_file,auac_media,auac_presence,auac_realtime,auac_text
robustness-000010,design-0000,classifier_dominant,ephemeral_relay,4201,0.9270833333333334,36,0,1440,1335,1327.5644601676615,0.0,33,0.022916666666666665,0,0.0,0,0.0,72,0.05,0.8854166666666666,0.96875,0.9722222222222222,0.8715277777777778,0.9375
robustness-000011,design-0000,classifier_dominant,ephemeral_relay,4307,0.932638888888889,36,0,1440,1343,1328.7992539667998,0.0,8,0.005555555555555556,0,0.0,0,0.0,89,0.06180555555555556,0.8541666666666666,0.9895833333333334,0.9791666666666666,0.8576388888888888,0.9826388888888888
robustness-000012,design-0000,classifier_dominant,platform_controlled,4103,0.9548611111111112,36,0,1440,1375,1027.220143613339,0.0,0,0.0,0,0.0,0,0.0,65,0.04513888888888889,0.9097222222222222,1.0,0.9861111111111112,0.9027777777777778,0.9756944444444444
robustness-000013,design-0000,classifier_dominant,platform_controlled,4201,0.9569444444444445,36,0,1440,1378,1027.6533440340243,0.0,0,0.0,0,0.0,0,0.0,62,0.043055555555555555,0.9097222222222222,1.0,0.9930555555555556,0.9131944444444444,0.96875
robustness-000014,design-0000,classifier_dominant,platform_controlled,4307,0.9423611111111112,36,0,1440,1357,1028.5388598708928,0.0,0,0.0,0,0.0,0,0.0,83,0.05763888888888889,0.8611111111111112,1.0,0.9791666666666666,0.8854166666666666,0.9861111111111112
robustness-000015,design-0000,endpoint_discovery_dominant,direct_e2ee,4103,0.9548611111111112,36,0,1440,1375,1070.0209829305616,0.027777777777777776,0,0.0,0,0.0,0,0.0,65,0.04513888888888889,0.9097222222222222,1.0,0.9861111111111112,0.9027777777777778,0.9756944444444444
robustness-000016,design-0000,endpoint_discovery_dominant,direct_e2ee,4201,0.9562500000000002,36,0,1440,1377,1070.5489657063863,0.033950617283950615,0,0.0,1,0.0006944444444444445,0,0.0,62,0.043055555555555555,0.90625,1.0,0.9930555555555556,0.9131944444444444,0.96875
robustness-000017,design-0000,endpoint_discovery_dominant,direct_e2ee,4307,0.9416666666666667,36,0,1440,1356,1071.483471874405,0.040123456790123455,0,0.0,1,0.0006944444444444445,0,0.0,83,0.05763888888888889,0.8611111111111112,1.0,0.9791666666666666,0.8819444444444444,0.9861111111111112
robustness-000018,design-0000,endpoint_discovery_dominant,fixed_proxy,4103,0.9548611111111112,36,0,1440,1375,1198.423500882229,0.015873015873015872,0,0.0,0,0.0,0,0.0,65,0.04513888888888889,0.9097222222222222,1.0,0.9861111111111112,0.9027777777777778,0.9756944444444444
robustness-000019,design-0000,endpoint_discovery_dominant,fixed_proxy,4201,0.9493055555555556,36,0,1440,1367,1199.1508691271315,0.025793650793650792,0,0.0,11,0.007638888888888889,0,0.0,62,0.043055555555555555,0.9027777777777778,0.9895833333333334,0.9861111111111112,0.9097222222222222,0.9583333333333334
robustness-000020,design-0000,endpoint_discovery_dominant,fixed_proxy,4307,0.9340277777777778,36,0,1440,1345,1200.1087921216679,0.00992063492063492,0,0.0,9,0.00625,0,0.0,86,0.059722222222222225,0.8541666666666666,0.9826388888888888,0.9791666666666666,0.8680555555555556,0.9861111111111112
robustness-000021,design-0000,endpoint_discovery_dominant,generated_transport,4103,0.952777777777778,36,0,1440,1372,1241.1495345074616,0.001388888888888889,0,0.0,2,0.001388888888888889,0,0.0,66,0.04583333333333333,0.9097222222222222,0.9965277777777778,0.9861111111111112,0.8958333333333334,0.9756944444444444
robustness-000022,design-0000,endpoint_discovery_dominant,generated_transport,4201,0.9513888888888891,36,0,1440,1370,1241.6360206522224,0.004861111111111111,0,0.0,9,0.00625,0,0.0,61,0.04236111111111111,0.9027777777777778,0.9930555555555556,0.9895833333333334,0.9097222222222222,0.9618055555555556
